id,code,name,parent_id,lft,rgt,created_at,updated_at
726,25.32-2,"Produção de artefatos estampados de metal, metalurgia do pó",722,1449,1454,2013-02-26 01:03:46.848793,2013-02-26 01:04:27.995855
727,2532-2/01,"Produção de artefatos estampados de metal",726,1450,1451,2013-02-26 01:03:46.853176,2013-02-26 01:04:27.987677
728,2532-2/02,"Metalurgia do pó",726,1452,1453,2013-02-26 01:03:46.85678,2013-02-26 01:04:27.992501
729,25.39-0,"Serviços de usinagem, solda, tratamento e revestimento em metais",722,1455,1460,2013-02-26 01:03:46.86075,2013-02-26 01:04:28.0236
730,2539-0/01,"Serviços de usinagem, tornearia e solda",729,1456,1457,2013-02-26 01:03:46.864357,2013-02-26 01:04:28.009018
731,2539-0/02,"Serviços de tratamento e revestimento em metais",729,1458,1459,2013-02-26 01:03:46.869736,2013-02-26 01:04:28.017626
732,25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",709,1462,1475,2013-02-26 01:03:46.873822,2013-02-26 01:04:28.074127
733,25.41-1,"Fabricação de artigos de cutelaria",732,1463,1466,2013-02-26 01:03:46.878625,2013-02-26 01:04:28.047699
734,2541-1/00,"Fabricação de artigos de cutelaria",733,1464,1465,2013-02-26 01:03:46.882103,2013-02-26 01:04:28.042254
735,25.42-0,"Fabricação de artigos de serralheria, exceto esquadrias",732,1467,1470,2013-02-26 01:03:46.887357,2013-02-26 01:04:28.059707
736,2542-0/00,"Fabricação de artigos de serralheria, exceto esquadrias",735,1468,1469,2013-02-26 01:03:46.890887,2013-02-26 01:04:28.055889
737,25.43-8,"Fabricação de ferramentas",732,1471,1474,2013-02-26 01:03:46.895378,2013-02-26 01:04:28.071124
738,2543-8/00,"Fabricação de ferramentas",737,1472,1473,2013-02-26 01:03:46.899831,2013-02-26 01:04:28.068155
739,25.5,"Fabricação de equipamento bélico pesado, armas e munições",709,1476,1483,2013-02-26 01:03:46.903672,2013-02-26 01:04:28.113505
740,25.50-1,"Fabricação de equipamento bélico pesado, armas e munições",739,1477,1482,2013-02-26 01:03:46.907749,2013-02-26 01:04:28.110475
741,2550-1/01,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",740,1478,1479,2013-02-26 01:03:46.912449,2013-02-26 01:04:28.095881
742,2550-1/02,"Fabricação de armas de fogo, outras armas e munições",740,1480,1481,2013-02-26 01:03:46.919268,2013-02-26 01:04:28.105743
743,25.9,"Fabricação de produtos de metal não especificados anteriormente",709,1484,1507,2013-02-26 01:03:46.923029,2013-02-26 01:04:28.214941
744,25.91-8,"Fabricação de embalagens metálicas",743,1485,1488,2013-02-26 01:03:46.932286,2013-02-26 01:04:28.132479
745,2591-8/00,"Fabricação de embalagens metálicas",744,1486,1487,2013-02-26 01:03:46.937771,2013-02-26 01:04:28.123776
746,25.92-6,"Fabricação de produtos de trefilados de metal",743,1489,1494,2013-02-26 01:03:46.941658,2013-02-26 01:04:28.163886
747,2592-6/01,"Fabricação de produtos de trefilados de metal padronizados",746,1490,1491,2013-02-26 01:03:46.95017,2013-02-26 01:04:28.142313
748,2592-6/02,"Fabricação de produtos de trefilados de metal, exceto padronizados",746,1492,1493,2013-02-26 01:03:46.954412,2013-02-26 01:04:28.150604
749,25.93-4,"Fabricação de artigos de metal para uso doméstico e pessoal",743,1495,1498,2013-02-26 01:03:46.95825,2013-02-26 01:04:28.178604
750,2593-4/00,"Fabricação de artigos de metal para uso doméstico e pessoal",749,1496,1497,2013-02-26 01:03:46.961878,2013-02-26 01:04:28.174904
751,25.99-3,"Fabricação de produtos de metal não especificados anteriormente",743,1499,1506,2013-02-26 01:03:46.966745,2013-02-26 01:04:28.210652
752,2599-3/01,"Serviços de confecção de armações metálicas para a construção",751,1500,1501,2013-02-26 01:03:46.9703,2013-02-26 01:04:28.18921
753,2599-3/02,"Serviço de corte e dobra de metais",751,1502,1503,2013-02-26 01:03:46.973667,2013-02-26 01:04:28.193709
754,2599-3/99,"Fabricação de outros produtos de metal não especificados anteriormente",751,1504,1505,2013-02-26 01:03:46.977419,2013-02-26 01:04:28.203132
755,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",,1509,1572,2013-02-26 01:03:46.979816,2013-02-26 01:04:28.508607
756,26.1,"Fabricação de componentes eletrônicos",755,1510,1515,2013-02-26 01:03:46.983667,2013-02-26 01:04:28.242423
757,26.10-8,"Fabricação de componentes eletrônicos",756,1511,1514,2013-02-26 01:03:46.987683,2013-02-26 01:04:28.237686
758,2610-8/00,"Fabricação de componentes eletrônicos",757,1512,1513,2013-02-26 01:03:46.991455,2013-02-26 01:04:28.234283
759,26.2,"Fabricação de equipamentos de informática e periféricos",755,1516,1525,2013-02-26 01:03:46.994888,2013-02-26 01:04:28.289071
760,26.21-3,"Fabricação de equipamentos de informática",759,1517,1520,2013-02-26 01:03:46.999738,2013-02-26 01:04:28.271066
761,2621-3/00,"Fabricação de equipamentos de informática",760,1518,1519,2013-02-26 01:03:47.003375,2013-02-26 01:04:28.262975
762,26.22-1,"Fabricação de periféricos para equipamentos de informática",759,1521,1524,2013-02-26 01:03:47.007957,2013-02-26 01:04:28.285043
763,2622-1/00,"Fabricação de periféricos para equipamentos de informática",762,1522,1523,2013-02-26 01:03:47.011119,2013-02-26 01:04:28.279916
764,26.3,"Fabricação de equipamentos de comunicação",755,1526,1535,2013-02-26 01:03:47.020844,2013-02-26 01:04:28.326292
765,26.31-1,"Fabricação de equipamentos transmissores de comunicação",764,1527,1530,2013-02-26 01:03:47.025105,2013-02-26 01:04:28.302807
766,2631-1/00,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",765,1528,1529,2013-02-26 01:03:47.03137,2013-02-26 01:04:28.297389
767,26.32-9,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação",764,1531,1534,2013-02-26 01:03:47.035308,2013-02-26 01:04:28.31384
768,2632-9/00,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",767,1532,1533,2013-02-26 01:03:47.040085,2013-02-26 01:04:28.310032
769,26.4,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",755,1536,1541,2013-02-26 01:03:47.043351,2013-02-26 01:04:28.368255
770,26.40-0,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",769,1537,1540,2013-02-26 01:03:47.049658,2013-02-26 01:04:28.361609
771,2640-0/00,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",770,1538,1539,2013-02-26 01:03:47.057149,2013-02-26 01:04:28.353452
772,26.5,"Fabricação de aparelhos e instrumentos de medida, teste e controle, cronômetros e relógios",755,1542,1551,2013-02-26 01:03:47.061045,2013-02-26 01:04:28.422395
773,26.51-5,"Fabricação de aparelhos e equipamentos de medida, teste e controle",772,1543,1546,2013-02-26 01:03:47.06508,2013-02-26 01:04:28.400426
774,2651-5/00,"Fabricação de aparelhos e equipamentos de medida, teste e controle",773,1544,1545,2013-02-26 01:03:47.069967,2013-02-26 01:04:28.388282
775,26.52-3,"Fabricação de cronômetros e relógios",772,1547,1550,2013-02-26 01:03:47.074018,2013-02-26 01:04:28.414489
776,2652-3/00,"Fabricação de cronômetros e relógios",775,1548,1549,2013-02-26 01:03:47.077501,2013-02-26 01:04:28.410483
777,26.6,"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação",755,1552,1557,2013-02-26 01:03:47.081005,2013-02-26 01:04:28.447473
778,26.60-4,"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação",777,1553,1556,2013-02-26 01:03:47.087087,2013-02-26 01:04:28.439091
779,2660-4/00,"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação",778,1554,1555,2013-02-26 01:03:47.090434,2013-02-26 01:04:28.434146
780,26.7,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",755,1558,1565,2013-02-26 01:03:47.093785,2013-02-26 01:04:28.477286
781,26.70-1,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",780,1559,1564,2013-02-26 01:03:47.097364,2013-02-26 01:04:28.473988
782,2670-1/01,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios",781,1560,1561,2013-02-26 01:03:47.101425,2013-02-26 01:04:28.458717
783,2670-1/02,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",781,1562,1563,2013-02-26 01:03:47.105586,2013-02-26 01:04:28.470566
784,26.8,"Fabricação de mídias virgens, magnéticas e ópticas",755,1566,1571,2013-02-26 01:03:47.108991,2013-02-26 01:04:28.494653
785,26.80-9,"Fabricação de mídias virgens, magnéticas e ópticas",784,1567,1570,2013-02-26 01:03:47.112321,2013-02-26 01:04:28.491527
786,2680-9/00,"Fabricação de mídias virgens, magnéticas e ópticas",785,1568,1569,2013-02-26 01:03:47.11636,2013-02-26 01:04:28.487615
787,27,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",,1573,1640,2013-02-26 01:03:47.118914,2013-02-26 01:04:28.929962
788,27.1,"Fabricação de geradores, transformadores e motores elétricos",787,1574,1583,2013-02-26 01:03:47.123117,2013-02-26 01:04:28.570203
789,27.10-4,"Fabricação de geradores, transformadores e motores elétricos",788,1575,1582,2013-02-26 01:03:47.127156,2013-02-26 01:04:28.559054
790,2710-4/01,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",789,1576,1577,2013-02-26 01:03:47.130592,2013-02-26 01:04:28.532248
791,2710-4/02,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",789,1578,1579,2013-02-26 01:03:47.134197,2013-02-26 01:04:28.537429
792,2710-4/03,"Fabricação de motores elétricos, peças e acessórios",789,1580,1581,2013-02-26 01:03:47.138151,2013-02-26 01:04:28.542717
793,27.2,"Fabricação de pilhas, baterias e acumuladores elétricos",787,1584,1595,2013-02-26 01:03:47.142496,2013-02-26 01:04:28.632603
794,27.21-0,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",793,1585,1588,2013-02-26 01:03:47.146557,2013-02-26 01:04:28.605474
795,2721-0/00,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",794,1586,1587,2013-02-26 01:03:47.149891,2013-02-26 01:04:28.59334
796,27.22-8,"Fabricação de baterias e acumuladores para veículos automotores",793,1589,1594,2013-02-26 01:03:47.153965,2013-02-26 01:04:28.62815
797,2722-8/01,"Fabricação de baterias e acumuladores para veículos automotores",796,1590,1591,2013-02-26 01:03:47.15766,2013-02-26 01:04:28.613296
798,2722-8/02,"Recondicionamento de baterias e acumuladores para veículos automotores",796,1592,1593,2013-02-26 01:03:47.161036,2013-02-26 01:04:28.623578
799,27.3,"Fabricação de equipamentos para distribuição e controle de energia elétrica",787,1596,1609,2013-02-26 01:03:47.164463,2013-02-26 01:04:28.692222
800,27.31-7,"Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica",799,1597,1600,2013-02-26 01:03:47.168622,2013-02-26 01:04:28.655688
801,2731-7/00,"Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica",800,1598,1599,2013-02-26 01:03:47.172269,2013-02-26 01:04:28.649068
802,27.32-5,"Fabricação de material elétrico para instalações em circuito de consumo",799,1601,1604,2013-02-26 01:03:47.176057,2013-02-26 01:04:28.665461
803,2732-5/00,"Fabricação de material elétrico para instalações em circuito de consumo",802,1602,1603,2013-02-26 01:03:47.179315,2013-02-26 01:04:28.662336
804,27.33-3,"Fabricação de fios, cabos e condutores elétricos isolados",799,1605,1608,2013-02-26 01:03:47.183184,2013-02-26 01:04:28.685411
805,2733-3/00,"Fabricação de fios, cabos e condutores elétricos isolados",804,1606,1607,2013-02-26 01:03:47.187357,2013-02-26 01:04:28.677511
806,27.4,"Fabricação de lâmpadas e outros equipamentos de iluminação",787,1610,1617,2013-02-26 01:03:47.191178,2013-02-26 01:04:28.739945
807,27.40-6,"Fabricação de lâmpadas e outros equipamentos de iluminação",806,1611,1616,2013-02-26 01:03:47.19468,2013-02-26 01:04:28.733274
808,2740-6/01,"Fabricação de lâmpadas",807,1612,1613,2013-02-26 01:03:47.198268,2013-02-26 01:04:28.713048
809,2740-6/02,"Fabricação de luminárias e outros equipamentos de iluminação",807,1614,1615,2013-02-26 01:03:47.201622,2013-02-26 01:04:28.729831
810,27.5,"Fabricação de eletrodomésticos",787,1618,1629,2013-02-26 01:03:47.206686,2013-02-26 01:04:28.814557
811,27.51-1,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico",810,1619,1622,2013-02-26 01:03:47.210397,2013-02-26 01:04:28.788572
812,2751-1/00,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",811,1620,1621,2013-02-26 01:03:47.213977,2013-02-26 01:04:28.774751
813,27.59-7,"Fabricação de aparelhos eletrodomésticos não especificados anteriormente",810,1623,1628,2013-02-26 01:03:47.217685,2013-02-26 01:04:28.810057
814,2759-7/01,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios",813,1624,1625,2013-02-26 01:03:47.221467,2013-02-26 01:04:28.795428
815,2759-7/99,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",813,1626,1627,2013-02-26 01:03:47.227057,2013-02-26 01:04:28.806093
816,27.9,"Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente",787,1630,1639,2013-02-26 01:03:47.230811,2013-02-26 01:04:28.924013
817,27.90-2,"Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente",816,1631,1638,2013-02-26 01:03:47.234723,2013-02-26 01:04:28.889055
818,2790-2/01,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores",817,1632,1633,2013-02-26 01:03:47.238284,2013-02-26 01:04:28.855377
819,2790-2/02,"Fabricação de equipamentos para sinalização e alarme",817,1634,1635,2013-02-26 01:03:47.242055,2013-02-26 01:04:28.8716
820,2790-2/99,"Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente",817,1636,1637,2013-02-26 01:03:47.246788,2013-02-26 01:04:28.881139
821,28,"FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS",,1641,1770,2013-02-26 01:03:47.249311,2013-02-26 01:04:29.819665
822,28.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",821,1642,1667,2013-02-26 01:03:47.25279,2013-02-26 01:04:29.156463
823,28.11-9,"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários",822,1643,1646,2013-02-26 01:03:47.256725,2013-02-26 01:04:28.945687
824,2811-9/00,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",823,1644,1645,2013-02-26 01:03:47.263883,2013-02-26 01:04:28.942742
825,28.12-7,"Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas",822,1647,1650,2013-02-26 01:03:47.26929,2013-02-26 01:04:28.958659
826,2812-7/00,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",825,1648,1649,2013-02-26 01:03:47.275794,2013-02-26 01:04:28.952419
827,28.13-5,"Fabricação de válvulas, registros e dispositivos semelhantes",822,1651,1654,2013-02-26 01:03:47.281316,2013-02-26 01:04:28.973988
828,2813-5/00,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",827,1652,1653,2013-02-26 01:03:47.290254,2013-02-26 01:04:28.967842
829,28.14-3,"Fabricação de compressores",822,1655,1660,2013-02-26 01:03:47.294703,2013-02-26 01:04:29.130824
830,2814-3/01,"Fabricação de compressores para uso industrial, peças e acessórios",829,1656,1657,2013-02-26 01:03:47.299838,2013-02-26 01:04:28.987905
831,2814-3/02,"Fabricação de compressores para uso não-industrial, peças e acessórios",829,1658,1659,2013-02-26 01:03:47.303945,2013-02-26 01:04:28.99276
832,28.15-1,"Fabricação de equipamentos de transmissão para fins industriais",822,1661,1666,2013-02-26 01:03:47.308669,2013-02-26 01:04:29.152666
833,2815-1/01,"Fabricação de rolamentos para fins industriais",832,1662,1663,2013-02-26 01:03:47.314312,2013-02-26 01:04:29.143021
834,2815-1/02,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",832,1664,1665,2013-02-26 01:03:47.318171,2013-02-26 01:04:29.148666
835,28.2,"Fabricação de máquinas e equipamentos de uso geral",821,1668,1701,2013-02-26 01:03:47.32161,2013-02-26 01:04:29.438988
836,28.21-6,"Fabricação de aparelhos e equipamentos para instalações térmicas",835,1669,1674,2013-02-26 01:03:47.326412,2013-02-26 01:04:29.193504
837,2821-6/01,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios",836,1670,1671,2013-02-26 01:03:47.330937,2013-02-26 01:04:29.168867
838,2821-6/02,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",836,1672,1673,2013-02-26 01:03:47.33559,2013-02-26 01:04:29.189683
839,28.22-4,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",835,1675,1680,2013-02-26 01:03:47.339018,2013-02-26 01:04:29.240317
840,2822-4/01,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",839,1676,1677,2013-02-26 01:03:47.342278,2013-02-26 01:04:29.212485
841,2822-4/02,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",839,1678,1679,2013-02-26 01:03:47.34769,2013-02-26 01:04:29.234743
842,28.23-2,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial",835,1681,1684,2013-02-26 01:03:47.351473,2013-02-26 01:04:29.283794
843,2823-2/00,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",842,1682,1683,2013-02-26 01:03:47.35488,2013-02-26 01:04:29.261875
844,28.24-1,"Fabricação de aparelhos e equipamentos de ar condicionado",835,1685,1690,2013-02-26 01:03:47.358549,2013-02-26 01:04:29.338151
845,2824-1/01,"Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial",844,1686,1687,2013-02-26 01:03:47.361899,2013-02-26 01:04:29.314913
846,2824-1/02,"Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial",844,1688,1689,2013-02-26 01:03:47.367815,2013-02-26 01:04:29.322649
847,28.25-9,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental",835,1691,1694,2013-02-26 01:03:47.372147,2013-02-26 01:04:29.38426
848,2825-9/00,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",847,1692,1693,2013-02-26 01:03:47.376151,2013-02-26 01:04:29.361071
849,28.29-1,"Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente",835,1695,1700,2013-02-26 01:03:47.379472,2013-02-26 01:04:29.430573
850,2829-1/01,"Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios",849,1696,1697,2013-02-26 01:03:47.383649,2013-02-26 01:04:29.412271
851,2829-1/99,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",849,1698,1699,2013-02-26 01:03:47.387715,2013-02-26 01:04:29.423182
852,28.3,"Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária",821,1702,1715,2013-02-26 01:03:47.391572,2013-02-26 01:04:29.508598
853,28.31-3,"Fabricação de tratores agrícolas",852,1703,1706,2013-02-26 01:03:47.394993,2013-02-26 01:04:29.47243
854,2831-3/00,"Fabricação de tratores agrícolas, peças e acessórios",853,1704,1705,2013-02-26 01:03:47.398518,2013-02-26 01:04:29.462291
855,28.32-1,"Fabricação de equipamentos para irrigação agrícola",852,1707,1710,2013-02-26 01:03:47.402066,2013-02-26 01:04:29.491994
856,2832-1/00,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",855,1708,1709,2013-02-26 01:03:47.40612,2013-02-26 01:04:29.485206
857,28.33-0,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação",852,1711,1714,2013-02-26 01:03:47.409657,2013-02-26 01:04:29.504409
858,2833-0/00,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",857,1712,1713,2013-02-26 01:03:47.412982,2013-02-26 01:04:29.498816
859,28.4,"Fabricação de máquinas-ferramenta",821,1716,1721,2013-02-26 01:03:47.417523,2013-02-26 01:04:29.562167
860,28.40-2,"Fabricação de máquinas-ferramenta",859,1717,1720,2013-02-26 01:03:47.421427,2013-02-26 01:04:29.543697
861,2840-2/00,"Fabricação de máquinas-ferramenta, peças e acessórios",860,1718,1719,2013-02-26 01:03:47.424915,2013-02-26 01:04:29.53797
862,28.5,"Fabricação de máquinas e equipamentos de uso na extração mineral e na construção",821,1722,1739,2013-02-26 01:03:47.428452,2013-02-26 01:04:29.634541
863,28.51-8,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo",862,1723,1726,2013-02-26 01:03:47.431786,2013-02-26 01:04:29.581857
864,2851-8/00,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",863,1724,1725,2013-02-26 01:03:47.436453,2013-02-26 01:04:29.577705
865,28.52-6,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",862,1727,1730,2013-02-26 01:03:47.439804,2013-02-26 01:04:29.594747
866,2852-6/00,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",865,1728,1729,2013-02-26 01:03:47.44319,2013-02-26 01:04:29.588676
867,28.53-4,"Fabricação de tratores, exceto agrícolas",862,1731,1734,2013-02-26 01:03:47.53602,2013-02-26 01:04:29.613607
868,2853-4/00,"Fabricação de tratores, peças e acessórios, exceto agrícolas",867,1732,1733,2013-02-26 01:03:47.541022,2013-02-26 01:04:29.607637
869,28.54-2,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores",862,1735,1738,2013-02-26 01:03:47.546004,2013-02-26 01:04:29.626239
870,2854-2/00,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",869,1736,1737,2013-02-26 01:03:47.549678,2013-02-26 01:04:29.622921
871,28.6,"Fabricação de máquinas e equipamentos de uso industrial específico",821,1740,1769,2013-02-26 01:03:47.553184,2013-02-26 01:04:29.813036
872,28.61-5,"Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",871,1741,1744,2013-02-26 01:03:47.557283,2013-02-26 01:04:29.649264
873,2861-5/00,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",872,1742,1743,2013-02-26 01:03:47.561477,2013-02-26 01:04:29.644815
874,28.62-3,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",871,1745,1748,2013-02-26 01:03:47.565115,2013-02-26 01:04:29.672609
875,2862-3/00,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",874,1746,1747,2013-02-26 01:03:47.568827,2013-02-26 01:04:29.668408
876,28.63-1,"Fabricação de máquinas e equipamentos para a indústria têxtil",871,1749,1752,2013-02-26 01:03:47.572414,2013-02-26 01:04:29.696989
877,2863-1/00,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",876,1750,1751,2013-02-26 01:03:47.57774,2013-02-26 01:04:29.688298
878,28.64-0,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados",871,1753,1756,2013-02-26 01:03:47.581785,2013-02-26 01:04:29.751319
879,2864-0/00,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",878,1754,1755,2013-02-26 01:03:47.59285,2013-02-26 01:04:29.730936
880,28.65-8,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos",871,1757,1760,2013-02-26 01:03:47.598982,2013-02-26 01:04:29.781704
881,2865-8/00,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",880,1758,1759,2013-02-26 01:03:47.603213,2013-02-26 01:04:29.767938
882,28.66-6,"Fabricação de máquinas e equipamentos para a indústria do plástico",871,1761,1764,2013-02-26 01:03:47.607677,2013-02-26 01:04:29.792556
883,2866-6/00,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",882,1762,1763,2013-02-26 01:03:47.611998,2013-02-26 01:04:29.788429
884,28.69-1,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente",871,1765,1768,2013-02-26 01:03:47.617272,2013-02-26 01:04:29.80536
885,2869-1/00,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",884,1766,1767,2013-02-26 01:03:47.628057,2013-02-26 01:04:29.800047
886,29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",,1771,1834,2013-02-26 01:03:47.630727,2013-02-26 01:04:30.118525
887,29.1,"Fabricação de automóveis, camionetas e utilitários",886,1772,1781,2013-02-26 01:03:47.636267,2013-02-26 01:04:29.857127
888,29.10-7,"Fabricação de automóveis, camionetas e utilitários",887,1773,1780,2013-02-26 01:03:47.642476,2013-02-26 01:04:29.85372
889,2910-7/01,"Fabricação de automóveis, camionetas e utilitários",888,1774,1775,2013-02-26 01:03:47.650433,2013-02-26 01:04:29.833211
890,2910-7/02,"Fabricação de chassis com motor para automóveis, camionetas e utilitários",888,1776,1777,2013-02-26 01:03:47.654317,2013-02-26 01:04:29.837943
891,2910-7/03,"Fabricação de motores para automóveis, camionetas e utilitários",888,1778,1779,2013-02-26 01:03:47.658182,2013-02-26 01:04:29.847592
892,29.2,"Fabricação de caminhões e ônibus",886,1782,1789,2013-02-26 01:03:47.662349,2013-02-26 01:04:29.892209
893,29.20-4,"Fabricação de caminhões e ônibus",892,1783,1788,2013-02-26 01:03:47.667371,2013-02-26 01:04:29.888775
894,2920-4/01,"Fabricação de caminhões e ônibus",893,1784,1785,2013-02-26 01:03:47.67195,2013-02-26 01:04:29.872528
895,2920-4/02,"Fabricação de motores para caminhões e ônibus",893,1786,1787,2013-02-26 01:03:47.676106,2013-02-26 01:04:29.878605
896,29.3,"Fabricação de cabines, carrocerias e reboques para veículos automotores",886,1790,1799,2013-02-26 01:03:47.679862,2013-02-26 01:04:29.941948
897,29.30-1,"Fabricação de cabines, carrocerias e reboques para veículos automotores",896,1791,1798,2013-02-26 01:03:47.68373,2013-02-26 01:04:29.921969
898,2930-1/01,"Fabricação de cabines, carrocerias e reboques para caminhões",897,1792,1793,2013-02-26 01:03:47.688741,2013-02-26 01:04:29.904685
899,2930-1/02,"Fabricação de carrocerias para ônibus",897,1794,1795,2013-02-26 01:03:47.692037,2013-02-26 01:04:29.910054
900,2930-1/03,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",897,1796,1797,2013-02-26 01:03:47.69579,2013-02-26 01:04:29.915174
901,29.4,"Fabricação de peças e acessórios para veículos automotores",886,1800,1827,2013-02-26 01:03:47.7001,2013-02-26 01:04:30.0876
902,29.41-7,"Fabricação de peças e acessórios para o sistema motor de veículos automotores",901,1801,1804,2013-02-26 01:03:47.704091,2013-02-26 01:04:29.962297
903,2941-7/00,"Fabricação de peças e acessórios para o sistema motor de veículos automotores",902,1802,1803,2013-02-26 01:03:47.708335,2013-02-26 01:04:29.9586
904,29.42-5,"Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores",901,1805,1808,2013-02-26 01:03:47.712618,2013-02-26 01:04:29.980758
905,2942-5/00,"Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores",904,1806,1807,2013-02-26 01:03:47.718943,2013-02-26 01:04:29.976677
