31719160;SENTENÇAS JUDICIAIS;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS EFETUADAS À CONSÓRCIOS  PARA REALIZAÇÕES DE DESPESAS CORRENTES RESULTANTES DE: A) PAGAMENTO DE PRECATÓRIOS,;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719161;SENTENÇAS JUDICIAIS - ANTERIORES A 05/05/2000;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS EFETUADAS À CONSÓRCIOS  PARA REALIZAÇÕES DE DESPESAS CORRENTES RESULTANTES DE: A) PAGAMENTO DE PRECATÓRIOS - ANTERIORES A 05/05/2000,;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719199;OUTRAS SENTENÇAS JUDICIAIS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS À CONSÓRCIOS PARA DESPESAS REALIZADAS COM OUTRAS  SENTENÇAS JUDICIAIS NÃO CLASSIFICÁVEIS NOS SUBITENS ANTERIORES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719200;DESPESAS DE EXERCÍCIOS ANTERIORES  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;S;"REPRESENTA O SOMATÓRIO DOS VALORES DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS EM CUMPRIMENTO AO ART.37 DA LEI 4320/64, QUE DISPÓE: ""ART.37 - AS DESPESAS DE EXERCÍCIOS ENCERRADOS, PARA AS QUAIS O ORÇAMENTO RESPECTIVO CONSIGNAVA CRÉDITO PÓPRIO, COM SALDO SUFICIENTE PARA ATENDÊ-LAS, QUE NÃO SE TENHAM PROCESSADO NA ÉPOCA PRÓPRIA, BEM COMO OS RESTOS A PAGAR COM PRESCRIÇÃO INTERROMPIDA E OS COMPROMISSOS RECONHECIDOS APÓS O ENCERRAMENTO DO EXERCÍCIO CORRESPONDENTE, PODEÃO SER PAGAS À CONTA DE DOTAÇÃO ESPECÍFICACONSIGNADA NO ORÇAMENTO, DISCRIMINADA POR ELEMENTO, OBEDECIDA, SEMPRE QUE POSSÍVEL, A ORDEM CRONOLÓGICA"".";;;;;;;;;;;;;;;;;;;;;;;;;;;
31719201;ATIVO - PESSOAL CIVIL  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS DE EXERCÍCIOS ENCERRADOS QUE NÃO SE PRO CESSARAM NA  ÉPOCA  PRÓPRIA, COM  DOTAÇÃO  ESPECIFICA  CONSIGNADA   NO ORÇAMENTO DE PESSOAL, REFERENTE A PESSOAL ATIVO CIVIL, BEM COMO OS ENCARGOS SOCIAIS E OUTRAS DESPESAS VARIÁVEIS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719204;OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS DE EXERCÍCIOS ENCERRADOS QUE  NÃO SE PROCESSARAM NA ÉPOCA PRÓPRIA, COM DOTAÇÃO ESPECIFICA CONSIGNADA  NO ORÇAMENTO, REFERENTE A OUTRAS DESPESAS VARIÁVEIS - CIVIL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719205;OBRIGAÇÕES PATRONAIS - ATIVO - PESSOAL  CIVIL  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS DE EXERCÍCIOS ENCERRADOS QUE  NÃO SE PROCESSARAM NA ÉPOCA PRÓPRIA, COM DOTAÇÃO ESPECIFICA CONSIGNADA  NO ORÇAMENTO, REFERENTE A OBRIGAÇÕES PATRONAIS - ATIVO CIVIL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719208;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL  CIVIL  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS DE EXERCÍCIOS ENCERRADOS QUE  NÃO SE PROCESSARAM NA ÉPOCA PRÓPRIA, COM DOTAÇÃO ESPECIFICA CONSIGNADA  NO ORÇAMENTO, REFERENTE A VENCIMENTOS E VANTAGENS FIXAS, PESSOAL CIVIL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719226;RESSARCIMENTO DE DESPESA DE PESSOAL REQUISITADO  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA APROPRIAÇÕES DAS DESPESAS COM PESSOAL REQUISITADO DE OUTROS ÓRGÃOS, DE EXERCÍCIOS ANTERIORES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719291;SENTENÇAS JUDICIAIS  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS DE EXERCÍCIOS ENCERRADOS QUE NãO SE PROCESSARAM NA ÉPOCA PRÓPRIA, COM  DOTAÇÃO  ESPECÍFICA CONSIGNADA NO ORÇAMENTO QUE NÃO SEJA POSSÍVEL IDENTIFICAR O TIPO DE PRECATÓRIO;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719299;OUTRAS DESPESAS DE EXERCÍCIOS ANTERIORES  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS DE EXERCÍCIOS ENCERRADOS QUE NÃO SE PROCESSARAM NA ÉPOCA PRÓPRIA, COM DOTAÇÃO ESPECÍFICA, CONSIGNADAS NO ORÇAMENTO.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719400;INDENIZAÇÕES TRABALHISTAS  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS DE NATUREZA REMUNERATÓRIA RESULTANTES DO  PAGAMENTOS EFETUADO A SERVIDORES PÚBLICOS CIVIS E EMPREGADOS DE  ENTIDADES INTEGRANTES DA ADMINISTRAÇÃO PÚBLICA, INCLUSIVE FÉRIAS E AVISO PRÉVIO INDENIZADOS, MULTAS E CONTRIBUIÇÕES INCIDENTES SOBRE OS DEPÓSITOS DO FUNDO DE GARANTIA POR TEMPO DE SERVIÇO, ETC, EM FUNÇÃO DA PERDA DA CONDIÇÃO DE SERVIDOR OU EMPREGADO, PODENDO SER EM DECORRÊNCIA DA PARTICIPAÇÃO EM PROGRAMA DE DESLIGAMENTO VOLUNTÁRIO, BEM COMO A RESTITUIÇÃO DE VALORES DESCONTADOS INDEVIDAMENTE, QUANDO NÃO FOR POSSÍVEL EFETUAR ESSA RESTITUIÇÃO MEDIANTE COMPENSAÇÃO COM A RECEITA CORRESPONDENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719401;INDENIZAÇÕES TRABALHISTAS - ATIVO - PESSOAL CIVIL  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS REFERENTE A INDENIZAÇÕES TRABALHISTAS - ATIVO CIVIL, CONSIGNADAS NO ORÇAMENTO DE PESSOAL, EXCETO EM DECORRÊNCIA DE DEMISSÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719600;RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA RESSARCIMENTOS DAS DESPESAS REALIZADAS PELO ÓRGÃO OU ENTIDADE DE ORIGEM QUANDO O SERVIDOR PERTENCER A OUTRAS ESFERAS DE GOVERNO OU A EMPRESAS ESTATAIS NÃO DEPENDENTES E OPTAR PELA REMUNERAÇÃO DO CARGO EFETIVO, NOS TERMOS DAS NORMAS VIGENTES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44229300;INDENIZAÇÕES E RESTITUIÇÕES;A;INCLUSÃO - PORTARIA CONJUNTA STN/SOF N. 02/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719601;PESSOAL REQUISITADO DE OUTROS ÓRGÃOS  - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR  DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PARA DESPESAS COM PESSOAL REQUISITADO DE OUTROS ÓRGÃOS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31719900;OUTRAS DESPESAS DE PESSOAL A CLASSIFICAR - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS EFETUADAS A CONSÓRCIOS PÚBLICOS  PARA REALIZAÇÕES DE OUTRAS DESPESAS COM PESSOAL NÃO CLASSÍFICÁVEIS NOS ELEMENTOS ANTERIORES;;;;;;;;;;;;;;;;;;;;;;;;;;;
33323500;SERVIÇOS DE CONSULTORIA;A;INCLUSÃO  - ATUALIZAÇÃO DA PORTARIA 163 EM 25.08.2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
31800000;TRANSFERÊNCIAS AO EXTERIOR;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS  TRANSFERÊNCIAS DE RECURSOS A ÓRGÃOS E ENTIDADES GOVERNAMENTAIS PERTENCENTES A OUTROS PAÍSES, A ORGANISMOS INTERNACIONAIS E A FUNDOS INSTITUÍDOS POR DIVERSOS PAISES, INCLUSIVE AQUELES QUE TENHAM SEDE OU RECEBAM OS RECURSOS NO BRASIL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31800400;CONTRATAÇÃO POR TEMPO DETERMINADO;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS AO EXTERIOR A TÍTULO DE DESPESAS COM A CONTRATAÇÃO DE PESSOAL POR TEMPO DETERMINADO PARA ATENDER A NECESSIDADE TEMPORÁRIA DE EXCEPCIONAL INTERESSE PÚBLICO, DE ACORDO COM LEGISLAÇÃO ESPECÍFICA DE CADA ENTE DA FEDERAÇÃO, INCLUSIVE OBRIGAÇÕES PATRONAIS E OUTRAS DESPESAS VARIÁVEIS, QUANDO FOR O CASO ;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900999;SALÁRIOS FAMÍLIA - OUTROS;A;REGISTRA  O VALOR DAS DESPESAS REALIZADAS COM AUXÍLIO PECUNIÁRIO DEVIDO AO SERVIDOR ATIVO OU INATIVO, POR DEPENDENTE ECONÔMICO.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33901399;XXXXXXXXXXXXXXXXXXX;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903803;VEÍCULOS RODOVIÁRIOS;A;REGISTRA O VALOR  DAS DESPESAS REALIZADAS COM ARRENDAMENTO DE VEÍCULOS RODOVIÁRIOS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31803400;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS EFETUADAS AO EXTERIOR A TÍTULO DE DESPESAS RELATIVAS A MÃO DE OBRA CONSTANTES DOS CONTRATOS DE TERCEIRIZAÇÃO QUE SEJAM INERENTES A CATEGORIAS FUNCIONAIS ABRANGIDAS PELO RESPECTIVO PLANO DE CARGOS DO QUADRO DE PESSOAL, CLASSIFICÁVEIS NO GRUPO DE DESPESAS  '1-PESSOAL E ENCARGOS SOCIAIS', EM OBEDIÊNCIA AOS ARTIGO 18 § 1º DA LRF, QUANDO A MÃO DE OBRA ENVOLVER CATEGORIAS FUNCIONAIS EM EXTINÇÃO A DESPESAS SERÁ CLASSIFICADA NOS MESMOS ELEMENTOS DAS DEMAIS DESPESAS DO CONTRATO E NO GRUPO DE DESPESA '3-OUTRAS DESPESAS CORRENTES';;;;;;;;;;;;;;;;;;;;;;;;;;;
31809400;INDENIZAÇÕES E RESTITUIÇÕES TRABALHISTAS;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS EFETUADAS AO EXTERIOR  PARA REALIZAÇÕES DE DESPESAS DE NATUREZA REMUNERATÓRIA RESULTANTES DO  PAGAMENTOS EFETUADO A SERVIDORES PÚBLICOS CIVIS E EMPREGADOS DE  ENTIDADES INTEGRANTES DA ADMINISTRAÇÃO PÚBLICA, INCLUSIVE FÉRIAS E AVISO PRÉVIO INDENIZADOS, MULTAS E CONTRIBUIÇÕES INCIDENTES SOBRE OS DEPÓSITOS DO FUNDO DE GARANTIA POR TEMPO DE SERVIÇO, ETC, EM FUNÇÃO DA PERDA DA CONDIÇÃO DE SERVIDOR OU EMPREGADO, PODENDO SER EM DECORRÊNCIA DA PARTICIPAÇÃO EM PROGRAMA DE DESLIGAMENTO VOLUNTÁRIO, BEM COMO A RESTITUIÇÃO DE VALORES DESCONTADOS INDEVIDAMENTE, QUANDO NÃO FOR POSSÍVEL EFETUAR ESSA RESTITUIÇÃO MEDIANTE COMPENSAÇÃO COM A RECEITA CORRESPONDENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
31809900;OUTRAS DESPESAS DE PESSOAL A CLASSIFICAR;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS EFETUADAS AO EXTERIOR  PARA REALIZAÇÕES DE DESPESAS COM OUTRAS DESPESAS COM PESSOAL NÃO CLASSÍFICÁVEIS NOS ELEMENTOS ANTERIORES;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900000;APLICAÇÕES DIRETAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS DESPESAS DE PESSOAL E ENCARGOS SOCIAIS APLICADAS  DIRETAMENTE PELA UNIDADE ORÇAMENTÁRIA, DOS CRÉDITOS A ELA ALOCADOS ;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900100;APOSENTADORIAS E REFORMAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS DESPESAS COM PAGAMENTOS DE INATIVOS CIVIS E SEGURADOS DO PLANO DE BENEFÍCIOS DA PREVIDÊNCIA SOCIAL;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900101;PROVENTOS - PESSOAL CIVIL;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM PROVENTOS DE  APOSENTADORIA CIVIL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900106;13º SALÁRIO - PESSOAL CIVIL;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS A TITULO DE 13º SALÁRIO - PESSOAL CIVIL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900187;COMPLEMENTAÇÃO DE APOSENTADORIAS;A;REGISTRA O VALOR DAS DESPESAS COM COMPLEMENTAÇÃO DE APOSENTADORIAS DEVIDAS AO PESSOAL CIVIL INATIVOS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900199;OUTRAS APOSENTADORIAS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM OUTRAS APOSENTADORIAS NÃO CLASSIFICÁVEIS NOS SUBITENS ANTERIORES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900300;PENSÕES;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS DESPESAS COM PENSIONISTAS CIVIS; PENSIONISTAS DO PLANO DE BENEFÍCIOS DA PREVIDÊNCIA SOCIAL; PENSÕES CONCEDIDAS POR LEI ESPECÍFICA OU POR SENTENÇAS JUDICIAIS;;;;;;;;;;;;;;;;;;;;;;;;;
31900301;PESSOAL CIVIL;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM  PENSÕES  ORIGINÁRIAS  DE PESSOAL CIVIL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900303;13º SALÁRIO - PESSOAL CIVIL - PENSIONISTAS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS A TÍTULO DE 13º SALÁRIO - PESSOAL CIVIL - PENSIONISTAS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900386;COMPLEMENTAÇÃO DE PENSÕES - PESSOAL CIVIL;A;REGISTRA O VALOR DAS DESPESAS COM  COMPLEMENTAÇÕES DE PENSÕES PAGAS A PENSIONISTAS DE SERVIDORES CIVIS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900399;OUTRAS PENSÕES;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM OUTRAS PENSÕES NÃO  CLASSIFICÁVEIS NOS SUBITENS ANTERIORES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900400;CONTRATAÇÃO POR TEMPO DETERMINADO;S;REPRESENTA O SOMATÓRIO  DOS VALORES DAS DESPESAS COM A CONTRATAÇÃO DE PESSOAL POR TEMPO DETERMINADO PARA ATENDER A NECESSIDADE TEMPORÁRIA DE EXCEPCIONAL INTERESSE PÚBLICO, DE ACORDO COM LEGISLAÇÃO ESPECÍFICA DE CADA ENTE DA FEDERAÇÃO, INCLUSIVE OBRIGAÇÕES PATRONAIS E OUTRAS DESPESAS VARIÁVEIS, QUANDO FOR O CASO ;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900401;PROFESSORES SUBSTITUTOS / VISITANTES;A;REGISTRA O VALOR DAS DESPESAS COM PAGAMENTO DE PROFESSORES SUBSTITUTOS, VISITANTES OU PARTICIPANTES DE BANCA EXAMINADORA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900415;OBRIGAÇÕES PATRONAIS;A;REGISTRA O VALOR DAS DESPESAS COM CONTRIBUIÇÕES PATRONAIS NA CONTRATAÇÃO DE PESSOAL POR TEMPO DETERMINADO;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900499;OUTRAS CONTRATAÇÕES POR TEMPO DETERMINADO;A;REGISTRA O VALOR DAS  DESPESAS COM OUTRAS CONTRATAÇÕES DE  PESSOAL POR  TEMPO DETERMINADO PARA ATENDER A NECESSIDADE TEMPORÁRIA DE EXCEPCIONAL INTERESSE PÚBLICO, DE ACORDO COM LEGISLAÇÃO ESPECIFICA DE CADA ENTIDADE, INCLUSIVE OBRIGAÇÕES PATRONAIS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900500;OUTROS BENEFÍCIOS PREVIDENCIÁRIOS;A;REGISTRA O VALOR DAS DESPESAS COM OUTROS BENEFÍCIOS DO SISTEMA PREVIDENCIÁRIO EXCLUSIVE APOSENTADORIAS, REFORMAS E PENSÕES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900700;CONTRIBUIÇÕES A ENTIDADES FECHADAS DE PREVIDÊNCIA;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS DESPESAS COM ENCARGOS DA ENTIDADE PATROCINADORA NO REGIME DE PREVIDÊNCIA FECHADA, PARA COMPLEMENTAÇÃO DE APOSENTADORIA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900701;COMPLEMENTAÇÃO DE PREVIDÊNCIA;A;REGISTRA O VALOR DAS DESPESAS COM CONTRIBUIÇÕES DE RESPONSABILIDADE DAS ENTIDADES PATROCINADORAS P/ ATENDER PLANO DE PREVIDÊNCIA COMPLEMENTAR, ADMINISTRADO POR SUAS INSTITUIÇÕES DE SEGURIDADE SOCIAL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900799;OUTRAS CONTRIBUIÇÕES;A;REGISTRA O VALOR DAS DESPESAS COM CONTRIBUIÇÕES, NÃO ENQUADRADAS NOS   SUBITENS ANTERIORES;;;;;;;;;;;;;;;;;;;;;;;;;;;
31901300;OBRIGAÇÕES PATRONAIS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS DESPESAS COM ENCARGOS QUE A ADMINISTRAÇÃO TEM PELA SUA CONDIÇÃO DE EMPREDADORA, E RESULTANTES DE FUNDO DE GARANTIA POR TEMPO DE SERVIÇO E CONTRIBUIÇÕES PARA INSTITUTOS DE PREVIDÊNCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
33323600;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;A;INCLUSÃO  - ATUALIZAÇÃO DA PORTARIA 163 EM 25.08.2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
46917700;PRINCIPAL CORRIGIDO DA DÍVIDA CONTRATUAL REFINANCIADO - INTRA-ORÇAMENTÁRIO;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS  DESPESAS  COM O  REFINANCIAMENTO DO PRINCIPAL DA DÍVIDA PÚBLICA CONTRATUAL, INTERNA E EXTERNA, INCLUSIVE CORREÇÃO MONETÁRIA OU CAMBIAL, COM RECURSOS PROVENIENTES DA EMISSÃO DE TÍTULOS DA DÍVIDA PÚBLICA MOBILIÁRIA, OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900800;OUTROS BENEFÍCIOS ASSISTENCIAIS;A;REGISTRA O  VALOR DAS DESPESAS COM: AUXÍLIO-FUNERAL DEVIDO À FAMÍLIA DO SERVIDOR FELECIDO NA ATIVIDADE, OU APOSENTADO,  OU A TERCEIRO QUE CUSTEAR, COMPROVADAMENTE, AS DESPESAS COM O FUNERAL DO EX-SERVIDOR; AUXÍLIO-RECLUSÃO DEVIDO À FAMÍLIA DO SERVIDOR AFASTADO POR MOTIVO DE PRISÃO; AUXÍLIO-NATALIDADE DEVIDO À SERVIDORA, CÔNJUGE OU COMPANHEIRO SERVIDOR PÚBLICO POR MOTIVO DE NASCIMENTO DE FILHO; AUXÍLIO0CRECHE OU ASSISTÊNCIA PRÉ-ESCOLARE AUXÍLIO INVALIDEZ PAGOS DIRETAMENTE AO SERVIDOR;;;;;;;;;;;;;;;;;;;;;;;;
31900900;SALÁRIO FAMÍLIA;S;REPRESENTA  O SOMATÓRIO DOS VALORES DAS DESPESAS COM BENEFÍCIO PECUNIÁRIO DEVIDO AOS DEPENDENTES ECONÔMICOS DO SERVIDOR, EXCLUSIVE OS REGIDOS PELA CONSOLIDAÇÃO DAS LEIS DO TRABALHO - CLT, OS QUAIS SÃO PAGOS À CONTA DO PLANO DE BENEFÍCIOS DA PREVIDÊNCIA SOCIAL;;;;;;;;;;;;;;;;;;;;;;;;;;;
31900901;SALÁRIO FAMÍLIA - ATIVO - PESSOAL CIVIL;A;REGISTRA O VALOR  DAS DESPESAS COM SALÁRIO FAMILIA - PESSOAL ATIVO PESSOAL CIVIL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33911342;XXXXXXXXXXXXXXXXXXX;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903804;OUTROS BENS MÓVEIS;A;REGISTRA O VALOR  DAS DESPESAS REALIZADAS COM ARRENDAMENTO DE OUTROS BENS MÓVEIS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31901100;VENCIMENTOS E VANTAGENS FIXAS -  PESSOAL CIVIL;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS DESPESAS COM: VENCIMENTO; SALÁRIO PESSOAL PERMANENTE; VENCIMENTO OU SALÁRIO DE CARGOS DE CONFIANÇA; SUBSÍDIOS; VENCIMENTO DO PESSOAL EM DISPONIBILIDADE REMUNERADA; GRATIFICAÇÕES, TAIS COMO: GRATIFICAÇÃO PESSOAL DISPONÍVEL; GRATIFICAÇÃO DE INTERIORIZAÇÃO; GRATIFICAÇÃO DE DEDICAÇÃO EXCLUSIVA; GRATIFICAÇÃO DE REGÊNCIA DE CLASSE; GRATIFICAÇÃO PELA CHEFIA OU COORDENAÇÃO DE CURSO DE ÁREA OU EQUIVALENTE; GRATIFICAÇÃO POR PRODUÇÃO SUPLEMENTAR; GRATIFICAÇÃO POR TRABALHO DE RAIOS X OU SUBSTÂNCIAS RADIOATIVAS; GRATIFICAÇÃO PELA CHEFIA DE DEPARTAMENTO, DIVISÃO OU EQUIVALENTE; GRATIFICAÇÃO DE DIREÇÃO GERAL OU DIREÇÃO (MAGISTÉRIO DE 1° E 2° GRAUS); GRATIFICAÇÃO DE FUNÇÃO-MAGISTÉRIO SUPERIOR; GRATIFICAÇÃO DE ATENDIMENTO E HABILITAÇÃO PREVIDENCIÁRIOS; GRATIFICAÇÃO ESPECIAL DE LOCALIDADE; GRATIFICAÇÃO DE DESEMPENHO DAS ATIVIDADES RODOVIÁRIAS; GRATIFICAÇÃO DE FISCALIZAÇÃO DO TRABALHO; GRATIFICAÇÃO DE ENGENHEIRO AUTÔNOMO; GRATIFICAÇÃO DE NATAL; GRATIFICAÇÃO DE ESTÍMULO À FISCALIZAÇÃO E ARRECADAÇÃO DE CONTRIBUIÇÕES E DE TRIBUTOS; ;;;;;
31901101;VENCIMENTOS E SALÁRIOS;A;REGISTRA O VALOR DAS DESPESAS COM VENCIMENTOS E DEMAIS VANTAGENS QUE COMPONHAM A REMUNERAÇÃO DOS FUNCIONÁRIOS E EMPREGADOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
31901102;FÉRIAS CONVERTIDAS EM PECÚNIA;A;REGISTRA O VALOR DAS DESPESAS COM INDENIZAÇÕES DE FÉRIAS, NÃO GOZADAS, POR RESCISÃO DE CONTRATO DE TRABALHO OU EXONERAÇÃO DO SERVIDOR.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31901105;INCORPORAÇÕES;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS A TÍTULO DE VENCIMENTOS E VANTAGENS POR INCORPORAÇÕES QUANDO O PAGAMENTO OCORRER PELO PRÓPRIO ÓRGÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;
31901107;ABONO DE PERMANÊNCIA;A;REGISTRA O VALOR DAS DESPESAS COM PAGAMENTO DO ABONO DE PERMANÊNCIA, DEVIDO AOS 'SERVIDORES QUE TENDO COMPLETADO AS EXIGÊNCIAS PARA A APOSENTADORIA VOLUNTÁRIA, OPTE POR PERMANECER EM ATIVIDADE. (EMENDA CONSTITUCIONAL Nº 41 DE 19/12/2003 E ORIENTAÇÃO NORMATIVA DA SECRETARIA DE PREVIDÊNCIA SOCIAL Nº 01 DE 06/01/2004). DE ACORDO COM A MEDIDA PROVISÓRIA Nº 167, DE 19 DE FEVEREIRO DE 2004.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31901108;ADIANTAMENTO PECUNIÁRIO;A;REGISTRA OS VALORES DAS DESPESAS COM ADIANTAMENTO PECUNIÁRIO DEVIDOS AOS SERVIDORES 'EM DECORRÊNCIA DE DETERMINAÇÃO LEGAL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
31901131;GRATIFICAÇÕES POR EXERCÍCIO DE CARGO;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS A TÍTULO DE GRATIFICAÇÕES PELO EXERCÍCIO DE CARGOS, QUANDO O PAGAMENTO FOR EFETUADO PELO PRÓPRIO ÓRGÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;
31901133;GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES, DE COORDENAÇÃO OU ENCARGO DE ATIVIDADES ESPECÍFICAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
