code;specification;kind;docket;status;;;
16001700;SERVIÇOS AGROPECUÁRIOS;A;REGISTRA O VALOR  DA ARRECADAÇÃO DE RECEITA COM SERVIÇOS DE ATIVIDADES E INFRA-ESTRUTURA AGROPECUÁRIAS;A;;;
17000000;TRANSFERÊNCIAS CORRENTES;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS RECEITAS RECEBIDAS DE OUTRAS PESSOAS DE DIREITO PÚBLICO OU PRIVADO,  INDEPENDENTE DE CONTRAPRESTAÇÃO DIRETA EM BENS E SERVIÇOS;A;;;
17200000;TRANSFERÊNCIAS INTERGOVERNAMENTAIS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS RECEITAS RECEBIDAS ATRAVÉS DE TRANSFERÊNCIAS OCORRIDAS ENTRE DIFERENTES ESFERAS DE GOVERNO.;A;;;
17210000;TRANSFERÊNCIAS DA UNIÃO;S;REPRESENTA O SOMATÓRIO  DOS VALORES DAS RECEITAS RECEBIDAS ATRAVÉS DE TRANSFERÊNCIAS DA UNIÃO.;A;;;
17210102;COTA-PARTE FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS RECEBIDAS ATRAVÉS DE COTA-PARTE FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS.;A;;;
16001800;SERVIÇOS DE REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO;A;REGISTRA O VALOR TOTAL DA ARRECADAÇÃO DE RECEITA DE SERVIÇOS DE REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO PRESTADOS. RECEITA DE SERVIÇOS DE REPARAÇÃO DE ARTEFATOS DE METAL; REPARAÇÃO E MANUTENÇÃO DE MÁQUINAS E APARELHOS DE USO DOMÉSTICO; REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO DE MÁQUINAS E APARELHOS ELÉTRICOS E ELETRÔNICOS E DE COMUNICAÇÃO; REPARAÇÃO E MANUTENÇÃO DE INSTALAÇÕES ELÉTRICAS, DE GÁS, DE ÁGUA ETC. INCLUEM-SE TAMBÉM, NESTE TÍTULO, OS SERVIÇOS DE CONFECÇÃO SOB MEDIDA. NÃO SÃO CONSIDERADOS NESTE TÍTULO, CLASSIFICANDO-SE EM RECEITA INDUSTRIAL: REPARAÇÃO E MANUTENÇÃO DE VEÍCULOS FERROVIÁRIOS, EMBARCAÇÕES E AERONAVES (INDÚSTRIA DE MATERIAL DE TRANSPORTE).;A
99100000;® RECEITAS CORRENTES;A;REGISTRA O VALOR DE OUTRAS DEDUÇÕES DE RECEITAS CORRENTES;A;;;
16001900;SERVIÇOS RECREATIVOS E CULTURAIS;A;REGISTRA O VALOR TOTAL DA ARRECADAÇÃO DA RECEITA DE SERVIÇOS RECREATIVOS E CULTURAIS PRESTADOS. RECEITA PROPORCIONADA PELA EXPLORAÇÃO DE INSTALAÇÕES PARA RECREAÇÃO, PRÁTICA DESPORTIVA E CULTURAL (CINEMAS, TEATROS, SALÕES PARA RECITAIS, CONCERTOS, CONFERÊNCIAS, PLANETÁRIOS, ESTÁDIOS DESPORTIVOS, AUTÓDROMOS, MUSEUS, BIBLIOTECAS, PROMOÇÃO E/OU PRODUÇÃO DE ESPETÁCULOS ARTÍSTICOS CULTURAIS E ESPORTIVOS).;A;;;
16002000;SERVIÇOS CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS;A;REGISTRA O VALOR TOTAL DA ARRECADAÇÃO COM SERVIÇOS DE CONSULTORIA, CASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS PRESTADOS, COMO CONSULTORIAS TÉCNICO-FINANCEIRAS, ASSESSORIA, ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS, AUDITORIA, CONTABILIDADE E ESCRITURAÇÃO, PERÍCIAS CONTÁBEIS, ANÁLISE DE PROJETOS, ASSISTÊNCIA TÉCNICA, EXTENSÃO RURAL ETC.;A;;;
16002100;SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO;A;REGISTRA O VALOR TOTAL DA ARRECADAÇÃO COM SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO PRESTADOS. RECEITA PROPORCIONADA POR HOSPEDAGEM, COM OU SEM ALIMENTAÇÃO, FORNECIMENTO DE REFEIÇÕES, LANCHES E BEBIDAS PARA CONSUMO IMEDIATO. EXCLUEM-SE AS RECEITAS PROVENIENTES DE EMPRESAS FORNECEDORAS DE ALIMENTOS PREPARADOS PARA HOSPITAIS, FÁBRICAS ETC, QUE SE CLASSIFICAM EM INDÚSTRIA DE PRODUTOS ALIMENTARES.;A;;;
16002200;SERVIÇOS DE ESTUDOS E PESQUISAS;A;REGISTRA O VALOR  DA ARRECADAÇÃO  DA RECEITA COM SERVIÇOS DE PESQUISAS E ESTUDOS TECNICO-SOCIAIS, ECONÔMICOS, CIENTÍFICOS, CULTURAIS ETC., REALIZADAS SOB CONTRATO.;A;;;
16002300;SERVIÇOS DE REGISTRO DE MARCAS, DE PATENTES E DE TRANSFERÊNCIAS DE TECNOLOGIA;S;REPRESENTA O SOMATÓRIO DA ARRECADAÇÃO DE RECEITA DE SERVIÇOS COM PETIÇÕES GERAIS, PEDIDOS E PETIÇÕES RELATIVOS A PRIVILÉGIOS; PEDIDOS E PETIÇÕES RELATIVOS A MARCAS E PATENTES; PEDIDOS E PETIÇÕES RELATIVOS A CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA E CORRELATOS.;A;
16002399;OUTROS SERVIÇOS DE REGISTRO DE MARCAS, DE PATENTES E DE TRANSFERÊNCIA TECNOLÓGICA;A;REGISTRA O VALOR DA RECEITA DE OUTROS SERVIÇOS DE REGISTRO DE MARCAS, PATENTES E DE TRANSFERÊNCIA TECNOLÓGICA, NÃO CLASSIFICADOS NOS ITENS ANTERIORES.;A;;;
16002400;SERVIÇOS DE REGISTRO DO COMÉRCIO;A;REGISTRA O VALOR TOTAL DA ARRECADAÇÃO DE SERVIÇOS DE REGISTRO DE MARCAS, PATENTES, TRANSFERÊNCIA DE TECNOLOGIA, BEM COMO DE SERVIÇOS DE REGISTRO DO COMÉRCIO.;A;;;
16002500;SERVIÇO DE INFORMAÇÕES CIENTIFICAS E TECNOLÓGICAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA AUFERIDA COM SERVIÇOS DE INFORMAÇÕES CIENTÍFICAS E TECNOLÓGICAS.;A;;;
16002600;SERVIÇOS DE FORNECIMENTO DE ÁGUA;A;REGISTRA O VALOR DA ARRECADAÇÃO DAS RECEITAS AUFERIDAS NOS SERVIÇOS  PRESTADOS DE FORNECIMENTO DE ÁGUA AOS IRRIGANTES À AMORTIZAÇÃO DOS INVESTIMENTOS DA INFRA-ESTRUTURA DE IRRIGAÇÃO DOS PROJETOS PÚBLICOS;A;;;
16002700;SERVIÇOS DE PERFURAÇÃO E INSTALAÇÃO DE POÇOS;A;REGISTRA O VALOR DA ARRECADAÇÃO DAS RECEITAS AUFERIDAS NOS SERVIÇOS  PRESTADOS DE PERFURAÇÃO INSTALAÇÃO DE POÇOS TUBULARES PROFUNDOS, POÇOS ARTESIANOS OU   SIMILARES.;A;;;
16002800;SERVIÇOS DE GEOPROCESSAMENTO;A;REGISTRA O VALOR  DA ARRECADAÇÃO DE RECEITA ORIUNDA DE   SERVIÇOS A TERCEIROS DE INTERPRETAÇÃO DE IMAGEM   AÉREO FOTOGRAMÉTRICA, EXECUÇÃO DE MAPAS DIGITALIZADOS DIVERSOS, VENDA DE CARTAS E IMAGENS DE SATÉLITES, VÍDEO GRÁFICAS E SIMILARES.;A;;;
16002900;SERVIÇOS DE CADASTRAMENTO DE FORNECEDORES;A;REGISTRA O VALOR  DA ARRECADAÇÃO DE RECEITA PROVENIENTE DA PRESTAÇÃO DE SERVIÇOS DE CADASTRAMENTO DE EMPRESAS FORNECEDORAS DE BENS E SERVIÇOS AO GOVERNO MUNICIPAL.;A;;;
16003000;TARIFA DE UTILIZAÇÃO DE FARÓIS;A;REGISTRA O VALOR TOTAL DA ARRECADAÇÃO COM TARIFA DE UTILIZAÇÃO DE FARÓIS, PROVENIENTE DA EFETIVA UTILIZAÇÃO, POR EMBARCAÇÕES ESTRANGEIRAS, DOS SERVIÇOS DE SINALIZAÇÃO NÁUTICA DE PROTEÇÃO A NAVEGAÇÃO. O PRODUTO DA ARRECADAÇÃO É DESTINADO INTEGRALMENTE AO FUNDO NAVAL PARA APLICAÇÃO NOS SERVIÇOS QUE ENVOLVAM A MANUTENÇÃO E AMPLIAÇÃO DA REDE DE BALIZAMENTO MARÍTIMO, FLUVIAL E LACUSTRE.;A;;;
16004100;SERVIÇOS DE CAPTAÇÃO, ADUÇÃO, TRATAMENTO, RESERVA E DISTRIBUIÇÃO DE ÁGUA;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE SERVIÇOS PRESTADOS A USUÁRIOS PELO FORNECIMENTO DE ÁGUA POTÁVEL REPRESENTADOS PELO CONSUMO AUFERIDO QUANDO DA UTILIZAÇÃO DO SERVIÇO À DISPOSIÇÃO DO PROPRIETÁRIO;A;;;
16004200;SERVIÇOS DE COLETA, TRANSPORTE, TRATAMENTO E DESTINO FINAL DE ESGOTOS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE SERVIÇOS PRESTADOS A USUÁRIOS BENEFICIADOS COM ESGOTAMENTO SANITÁRIO REPRESENTADOS PELO CONSUMO AUFERIDO QUANDO DA UTILIZAÇÃO DO SERVIÇO À DISPOSIÇÃO DO PROPRIETÁRIO;A;;;
16004300;SERVIÇOS DE COLETA, TRANSPORTE, TRATAMENTO E DESTINO FINAL DE RESÍDUOS SÓLIDOS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE SERVIÇOS COM A COLETA, TRANSPORTE, TRATAMENTO E DESTINO FINAL DE RESÍDUOS SÓLIDOS REPRESENTADOS PELO CONSUMO AUFERIDO QUANDO DA UTILIZAÇÃO DO SERVIÇO À DISPOSIÇÃO DO PROPRIETÁRIO;A;;;
16004400;SERVIÇOS DE ABATE DE ANIMAIS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE SERVIÇOS DE ABATE DE ANIMAIS PRATICADOS POR MATADOURO MUNICIPAL;A;;;
16004500;SERVIÇOS DE PREPARAÇÃO DA TERRA EM PROPRIEDADES PARTICULARES;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE SERVIÇOS DE PREPARAÇÃO DA TERRA EM PROPRIEDADES PARTICULARES, INCLUSIVE COLHEITA;A;;;
16004600;SERVIÇOS DE CEMITÉRIO;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE SERVIÇOS DE CONSTRUÇÃO E LIMPEZA DE TÚMULOS, PERPÉTUOS E OUTROS;A;;;
16004700;SERVIÇOS DE ILUMINAÇÃO;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE SERVIÇOS DE ILUMINAÇÃO PÚBLICA;A;;;
16004800;SERVIÇOS DE RELIGAMENTO DE ÁGUA;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE SERVIÇOS DE RELIGAMENTO DE ÁGUA, OCASIONADO POR CORTE DE FORNECIMENTO EM FUNÇÃO DO NÃO PAGAMENTO;A;;;
16007000;TARIFA DE COMPARTILHAMENTO E UTILIZAÇÃO EM ATIVIDADES DE PESQUISA E INOVAÇÃO ? INSTITUIÇÃO CIENTÍFICA E TECNOLÓGICA;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DECORRENTE DO COMPARTILHAMENTO E UTILIZAÇÃO DE LABORATÓRIOS, EQUIPAMENTOS, INSTRUMENTOS, MATERIAIS E DEMAIS INSTALAÇÕES, EM ATIVIDADES VOLTADAS À INOVAÇÃO E PESQUISA CIENTÍFICA E TECNOLÓGICA.;A;;;
16009900;OUTROS SERVIÇOS;A;REGISTRA O VALOR  DA ARRECADAÇÃO DE OUTRAS RECEITAS DE SERVIÇOS NÃO ENQUADRADOS NOS ITENS ANTERIORES.;A;;;
17210100;PARTICIPAÇÃO NA RECEITA DA UNIÃO;S;REPRESENTA O SOMATÓRIO  DOS VALORES DAS RECEITAS RECEBIDAS ATRAVÉS DE  PARTICIPAÇÃO NA RECEITA DA UNIÃO.;A;;;
17210105;COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS RECEBIDAS ATRAVÉS DA COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL.;A;;;
17210132;COTA-PARTE DO IMPOSTO SOBRE OPERAÇÕES DE CRÉDITO, CÂMBIO E SEGURO, OU RELATIVAS A TÍTULOS OU VALORES MOBILIÁRIOS - COMERCIALIZAÇÃO DO OURO;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS  RECEBIDAS ATRAVÉS DE COTA-PARTE DO IMPOSTO SOBRE OPERAÇÕES DE CRÉDITO, CÂMBIO E SEGURO, OU RELATIVAS A TÍTULOS OU VALORES MOBILIÁRIOS - COMERCIALIZAÇÃO DO OURO.;A;;;
17212200;TRANSFERÊNCIAS DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NATURAIS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO DE RECEITA DE TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA  PELA EXPLORAÇÃO DE RECURSOS NATURAIS.;A;;;
17212211;COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS  DA COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS, PARA FINS DE GERAÇÃO DE ENERGIA ELÉTRICA;A;;;
17212220;COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM;A;REGISTRA O VALOR DASTRANSFERÊNCIAS  DA COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS PARA FINS DE APROVEITAMENTO ECONÔMICO;A;;;
17212230;COTA-PARTE ROYALTIES - COMPENSAÇÃO FINANCEIRA PELA PRODUÇÃO DE PETRÓLEO - LEI Nº 7.990/89;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA COTA-PARTE ROYALTIES - COMPENSAÇÃO FINANCEIRA PELA PRODUÇÃO DE PETRÓLEO;A;;;
17212240;COTA-PARTE ROYALTIES PELO EXCEDENTE DA PRODUÇÃO DE PETRÓLEO - LEI Nº 9.478/97, ART. 49, I E II;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA COTA-PARTE ROYALTIES - PELO EXCEDENTE DA PRODUÇÃO DE PETRÓLEO PREVISTA NO ART. 49, I E II, DA LEI Nº 9.478/97;A;;;
17212250;COTA-PARTE ROYALTIES PELA PARTICIPAÇÃO ESPECIAL - LEI Nº 9.478/97, ART. 50;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA COTA-PARTE ROYALTIES PELA  PARTICIPAÇÃO ESPECIAL PREVISTA NO ART. 50 DA LEI Nº 9.478/97;A;;;
17212270;COTA-PARTE DO FUNDO ESPECIAL DO PETRÓLEO - FEP;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA COTA-PARTE DO FUNDO ESPECIAL DO PETRÓLEO - FEP;A;;;
17212290;OUTRAS TRANSFERÊNCIAS DECORRENTES DE COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NATURAIS;A;REGISTRA O VALOR DAS OUTRAS TRANSFERÊNCIAS DECORRENTES DE COMPENSAÇÃO FINANCEIRA PROVENIENTE DA EXPLORAÇÃO DE RECURSOS NATURAIS;A;;;
17213300;TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO;A;REGISTRA O VALOR TOTAL DOS RECURSOS TRANSFERIDOS DO FUNDO NACIONAL DE SAÚDE RECEBIDOS PELOS FUNDOS DE SAÚDE DOS MUNICÍPIOS, REFERENTES AO SISTEMA ÚNICO DE SAÚDE ? SUS, (PISO DE ATENÇÃO BÁSICA ? FIXO E VARIÁVEL, TRANSFERÊNCIAS DE ALTA E MÉDIA COMPLEXIDADE, OUTROS PROGRAMAS FINANCIADOS POR REPASSES REGULARES E AUTOMÁTICOS). OS RECURSOS RELATIVOS A PAGAMENTOS DIRETOS DA UNIÃO PELA REMUNERAÇÃO DE SERVIÇOS PRODUZIDOS DEVERÃO SER CLASSIFICADOS NO CÓDIGO 1600.05.00 ? SERVIÇOS DE SAÚDE.;A;;;
17213400;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA UNIÃO E RECEBIDOS PELOS MUNICÍPIOS, REFERENTE AO FUNDO  NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS.;A;;;
17213500;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE;S;REPRESENTA O SOMATÓRIO DOS RECURSOS TRANSFERIDOS DA UNIÃO E RECEBIDOS PELOS MUNICÍPIOS, REFERENTE AO FUNDO  NACIONAL DO DESENVOLVIMENTO DA EDUCAÇÃO - FNDE, COMPREENDENDO OS REPASSES REFERENTES AO SALÁRIO-EDUCAÇÃO E DEMAIS PROGRAMAS DO FNDE. ;A;;;
17213501;TRANSFERÊNCIAS DO SALÁRIO-EDUCAÇÃO;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA UNIÃO AOS MUNICÍPIOS A TÍTULO DE SALÁRIO-EDUCAÇÃO, NA FORMA DA LEI 10.832/03.;A;;;
17213502;TRANSFERÊNCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA DINHEIRO DIRETO NA ESCOLA - PDDE;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA UNIÃO AOS MUNICÍPIOS REFERENTES AO PROGRAMA DINHEIRO DIRETO NA ESCOLA - PDDE.;A;;;
17213503;TRANSFERÊNCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA UNIÃO AOS MUNICÍPIOS, REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE.;A;;;
17213504;TRANSFERÊNCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR ? PNATE;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA UNIÃO AOS ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR ? 'PNATE . LEI Nº 10.880, DE 09/06/04.;A;;;
17213599;OUTRAS TRANSFERÊNCIAS DIRETAS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE;A;REGISTRA O VALOR DE OUTROS RECURSOS TRANSFERIDOS DA UNIÃO RECEBIDOS PELOS MUNICÍPIOS, REFERENTE AO FUNDO  NACIONAL DO DESENVOLVIMENTO DA EDUCAÇÃO - FNDE, NÃO CLASSIFICADOS NOS ITENS ACIMA E QUE NÃO SEJAM REPASSADOS POR MEIO DE CONVÊNIOS;A;;;
17213600;TRANSFERÊNCIA FINANCEIRA DO ICMS ? DESONERAÇÃO ? L.C. Nº 87/96;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS DA UNIÃO AOS  MUNICÍPIOS, ATENDIDOS OS LIMITES, CRITÉRIOS, PRAZOS E DEMAIS CONDIÇÕES FIXADOS NO ANEXO A LEI COMPLEMENTAR Nº 87 DE 13/09/96, COM BASE NO PRODUTO DE ARRECADAÇÃO DO IMPOSTO ESTADUAL SOBRE OPERAÇÕES RELATIVAS A CIRCULAÇÃO DE MERCADORIAS E SOBRE PRESTAÇÕES DE SERVIÇOS DE TRANSPORTES INTERESTADUAL E INTERMUNICIPAL E DE COMUNICAÇÃO ? ICMS. ;A;;;
17213700;TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA A RECEITA REPASSADA PELA UNIÃO A CONSÓRCIOS PÚBLICOS, MEDIANTE CONTRATO OU OUTRO INSTRUMENTO.;A;;;
17219900;OUTRAS TRANSFERÊNCIAS DA UNIÃO;A;REGISTRA O VALOR DE OUTRAS TRANSFERÊNCIAS DA UNIÃO QUE NÃO SE ENQUADRAM NOS ITENS ANTERIORES,.;A;;;
17220000;TRANSFERÊNCIAS DOS ESTADOS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DOS RECURSOS RECEBIDOS PELOS MUNICÍPIOS E RESPECTIVAS ENTIDADES DA ADMINISTRAÇÃO DESCENTRALIZADA, TRANSFERIDOS PELOS ESTADOS.;A;;;
17220100;PARTICIPAÇÃO NA RECEITA DOS ESTADOS;S;DEMONSTRA O VALOR TOTAL DOS RECURSOS RECEBIDOS PELOS MUNICÍPIOS, POR SUA PARTICIPAÇÃO CONSTITUCIONAL NA ARRECADAÇÃO DE RECEITAS ESTADUAIS. AS PARCELAS DO IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES ? IPVA, DO IMPOSTO SOBRE OPERAÇÕES RELATIVAS A CIRCULAÇÃO DE MERCADORIAS E SOBRE PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNICAÇÃO ? ICMS, E DO IMPOSTO SOBRE PRODUTO INDUSTRIALIZADO SOBRE EXPORTAÇÕES ? IPI-EXPORTAÇÃO, PERTENCENTES AOS MUNICÍPIOS, DEVEM SER CLASSIFICADAS EM CONTAS A SEREM DISCRIMINADAS COMO DESDOBRAMENTO DESSE TÍTULO.;A;;;
17220101;COTA-PARTE DO ICMS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TRANSFERÊNCIA DA PARTICIPAÇÃO DE MUNICÍPIOS NA ARRECADAÇÃO DO IMPOSTO SOBRE A CIRCULAÇÃO DE MERCADORIAS E PRESTAÇÃO DE SERVIÇOS ? ICMS, PELO ESTADO.;A;;;
17220102;COTA-PARTE DO IPVA;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TRANSFERÊNCIA DA PARTICIPAÇÃO DE MUNICÍPIOS NA ARRECADAÇÃO DO IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES ? IPVA, PELO ESTADO.;A;;;
17220104;COTA-PARTE DO IPI SOBRE EXPORTAÇÃO;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TRANSFERÊNCIA DA PARTICIPAÇÃO DE MUNICÍPIOS NA ARRECADAÇÃO DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS ? IPI, PARA EXPORTAÇÃO.;A;;;
17220113;COTA-PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO;A;REGISTRA O VALOR TOTAL DAS RECEITAS RECEBIDAS PELOS MUNICÍPIOS POR MEIO DE TRANSFERÊNCIAS CONSTITUCIONAIS DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO (EMENDA CONSTITUCIONAL Nº 42, DE 19/12/2003).;A;;;
17220199;OUTRAS PARTICIPAÇÕES NA RECEITA DOS ESTADOS;A;REGISTRA O VALOR DAS  OUTRAS TRANSFERÊNCIAS  NA RECEITA DOS ESTADOS, NÃO CLASSIFICADOS NOS ITENS ANTERIORES;A;;;
17222200;TRANSFERÊNCIA DE COTA-PARTE DA COMPENSAÇÃO FINANCEIRA (25%);S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO DE RECEITA COM A TRANSFERÊNCIA DA COTA-PARTE DA COMPENSAÇÃO FINANCEIRA PROVENIENTE DA EXPLORAÇÃO DE RECURSOS NATURAIS.;A;;;
17222211;COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DOS RECURSOS HÍDRICOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS COM A COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS;A;;;
17222220;COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS COM A COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DOS RECURSOS MINERAIS;A;;;
17222230;COTA-PARTE ROYALTIES COMPENSAÇÃO FINANCEIRA PELA PRODUÇÃO DE PETRÓLEO - LEI 7.990/89, ART. 9º;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS COM A COTA-PARTE ROYALTIES - COMPENSAÇÃO FINANCEIRA PELA PRODUÇÃO DE PETRÓLEO;A;;;
17222290;OUTRAS TRANSFERÊNCIAS DECORRENTES DE COMPENSAÇÕES FINANCEIRAS;A;REGISTRA O VALOR DAS OUTRAS TRANSFERÊNCIAS DECORRENTES DE COMPENSAÇÃO FINANCEIRA;A;;;
17223300;TRANSFERÊNCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAÚDE - REPASSE FUNDO A FUNDO;A;REGISTRA O VALOR DE RECEITA DA TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE ORIUNDO DO FUNDO ESTADUAL DE SAÚDE PARA O FUNDO MUNICIPAL DE SAÚDE (AÇÕES BÁSICAS DE VIGILÂNCIA SANITÁRIA, ATENÇÃO À SAÚDE DOS POVOS INDÍGENAS, PROGRAMA DE ASSISTÊNCIA FARMACÊUTICA BÁSICA, PROGRAMA DE COMBATE ÀS CARÊNCIAS NUTRICIONAIS, PROGRAMA DE SAÚDE DA FAMÍLIA, PROGRAMA DE AGENTES COMUNITÁRIOS, PROGRAMA NACIONAL DE VIGILÂNCIA EPIDEMIOLÓGICA E CONTROLE DE DOENÇAS E OUTROS).;A;;;
17223700;TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA A RECEITA REPASSADA PELOS ESTADOS A CONSÓRCIOS PÚBLICOS, MEDIANTE CONTRATO OU OUTRO INSTRUMENTO.;A;;;
17229900;OUTRAS TRANSFERÊNCIAS DOS ESTADOS;A;REGISTRA O VALOR DAS  TRANSFERÊNCIAS PELOS ESTADOS QUE NÃO ESTEJAM ESPECIFICADOS (PARA ATENDER ÀS SUAS NECESSIDADES DE IDENTIFICAÇÃO, O MUNICÍPIO PODERÁ DESDOBRAR ESTE ITEM, DISCRIMINANDO OS RECURSOS);A;;;
17230000;TRANSFERÊNCIAS DOS MUNICÍPIOS;S;REPRESENTA O SOMATÓRIO DOS VALORES DOS RECURSOS RECEBIDOS PELOS MUNICÍPIOS, SUAS ENTIDADES DA ADMINISTRAÇÃO DESCENTRALIZADA, TRANSFERIDOS PELOS MUNICÍPIOS. ESSA CONTA NÃO SE APLICA PARA TRANSFERÊNCIAS INTRAGOVERNAMENTAIS.;A;;;
17230100;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS;A;REGISTRA O VALOR  DE TRANSFERÊNCIAS DE MUNICÍPIOS PARA MUNICÍPIOS, REFERENTE AO SISTEMA ÚNICO DE SAÚDE - SUS, EXCETO AS TRANSFERÊNCIAS DE VINCULADAS A CONVÊNIOS.;A;;;
